inst#,actual,predicted,error,distribution,
224,1:normal.,1:normal.,,*0.999,0.001
225,1:normal.,1:normal.,,*1,0
226,1:normal.,1:normal.,,*1,0
227,1:normal.,1:normal.,,*1,0
228,1:normal.,1:normal.,,*1,0
229,1:normal.,1:normal.,,*1,0
230,1:normal.,1:normal.,,*1,0
231,1:normal.,1:normal.,,*1,0
232,1:normal.,1:normal.,,*1,0
233,1:normal.,1:normal.,,*1,0
234,1:normal.,1:normal.,,*1,0
235,1:normal.,1:normal.,,*1,0
236,1:normal.,1:normal.,,*1,0
237,1:normal.,1:normal.,,*1,0
238,1:normal.,1:normal.,,*1,0
239,1:normal.,1:normal.,,*0.999,0.001
240,1:normal.,1:normal.,,*1,0
241,1:normal.,1:normal.,,*1,0
242,1:normal.,1:normal.,,*1,0
243,1:normal.,1:normal.,,*1,0
244,1:normal.,1:normal.,,*1,0
245,1:normal.,1:normal.,,*1,0
246,1:normal.,1:normal.,,*1,0
247,1:normal.,1:normal.,,*0.999,0.001
248,1:normal.,1:normal.,,*1,0
249,1:normal.,1:normal.,,*1,0
250,1:normal.,1:normal.,,*1,0
251,1:normal.,1:normal.,,*1,0
252,1:normal.,1:normal.,,*1,0
253,1:normal.,1:normal.,,*0.999,0.001
254,1:normal.,1:normal.,,*1,0
255,1:normal.,1:normal.,,*0.999,0.001
256,1:normal.,1:normal.,,*1,0
257,1:normal.,1:normal.,,*1,0
258,1:normal.,1:normal.,,*1,0
259,1:normal.,1:normal.,,*1,0
260,1:normal.,1:normal.,,*1,0
261,1:normal.,1:normal.,,*1,0
262,1:normal.,1:normal.,,*1,0
263,1:normal.,1:normal.,,*1,0
264,1:normal.,1:normal.,,*1,0
265,1:normal.,1:normal.,,*1,0
266,1:normal.,1:normal.,,*0.999,0.001
267,1:normal.,1:normal.,,*1,0
268,1:normal.,1:normal.,,*1,0
269,1:normal.,1:normal.,,*1,0
270,1:normal.,1:normal.,,*1,0
271,1:normal.,1:normal.,,*0.999,0.001
272,1:normal.,1:normal.,,*1,0
273,1:normal.,1:normal.,,*1,0
274,1:normal.,1:normal.,,*0.997,0.003
275,1:normal.,1:normal.,,*1,0
276,1:normal.,1:normal.,,*1,0
277,1:normal.,1:normal.,,*1,0
278,1:normal.,1:normal.,,*1,0
279,1:normal.,1:normal.,,*1,0
280,1:normal.,1:normal.,,*0.999,0.001
281,1:normal.,1:normal.,,*0.999,0.001
282,1:normal.,1:normal.,,*1,0
283,1:normal.,1:normal.,,*1,0
284,1:normal.,1:normal.,,*1,0
285,1:normal.,1:normal.,,*1,0
286,1:normal.,1:normal.,,*0.998,0.002
287,1:normal.,1:normal.,,*0.999,0.001
288,1:normal.,1:normal.,,*1,0
289,1:normal.,1:normal.,,*1,0
290,1:normal.,1:normal.,,*1,0
291,1:normal.,1:normal.,,*1,0
292,1:normal.,1:normal.,,*1,0
293,1:normal.,1:normal.,,*1,0
294,1:normal.,1:normal.,,*1,0
295,1:normal.,1:normal.,,*0.999,0.001
296,1:normal.,1:normal.,,*1,0
297,1:normal.,1:normal.,,*1,0
298,1:normal.,1:normal.,,*1,0
299,1:normal.,1:normal.,,*1,0
300,1:normal.,1:normal.,,*1,0
301,1:normal.,1:normal.,,*1,0
302,1:normal.,1:normal.,,*0.999,0.001
303,1:normal.,1:normal.,,*1,0
304,1:normal.,1:normal.,,*1,0
305,1:normal.,1:normal.,,*0.994,0.006
306,1:normal.,1:normal.,,*0.997,0.003
307,1:normal.,1:normal.,,*0.999,0.001
308,1:normal.,1:normal.,,*1,0
309,1:normal.,1:normal.,,*1,0
310,1:normal.,1:normal.,,*0.999,0.001
311,1:normal.,1:normal.,,*1,0
312,1:normal.,1:normal.,,*1,0
313,1:normal.,1:normal.,,*1,0
314,1:normal.,1:normal.,,*1,0
315,1:normal.,1:normal.,,*1,0
316,1:normal.,1:normal.,,*1,0
317,1:normal.,1:normal.,,*1,0
318,1:normal.,1:normal.,,*1,0
319,1:normal.,1:normal.,,*1,0
320,1:normal.,1:normal.,,*1,0
321,1:normal.,1:normal.,,*1,0
322,1:normal.,1:normal.,,*1,0
323,1:normal.,1:normal.,,*1,0
324,1:normal.,1:normal.,,*0.999,0.001
325,1:normal.,1:normal.,,*1,0
326,1:normal.,1:normal.,,*0.999,0.001
327,1:normal.,1:normal.,,*1,0
328,1:normal.,1:normal.,,*1,0
329,1:normal.,1:normal.,,*0.999,0.001
330,1:normal.,1:normal.,,*1,0
331,1:normal.,1:normal.,,*1,0
332,1:normal.,1:normal.,,*1,0
333,1:normal.,1:normal.,,*1,0
334,1:normal.,1:normal.,,*1,0
335,1:normal.,1:normal.,,*1,0
336,1:normal.,1:normal.,,*1,0
337,1:normal.,1:normal.,,*1,0
338,1:normal.,1:normal.,,*1,0
339,1:normal.,1:normal.,,*1,0
340,1:normal.,1:normal.,,*0.999,0.001
341,1:normal.,1:normal.,,*1,0
342,1:normal.,1:normal.,,*1,0
343,1:normal.,1:normal.,,*1,0
344,1:normal.,1:normal.,,*0.999,0.001
345,1:normal.,1:normal.,,*0.997,0.003
346,1:normal.,1:normal.,,*1,0
347,1:normal.,1:normal.,,*1,0
348,1:normal.,1:normal.,,*1,0
349,1:normal.,1:normal.,,*1,0
350,1:normal.,1:normal.,,*1,0
351,1:normal.,1:normal.,,*1,0
352,1:normal.,1:normal.,,*1,0
353,1:normal.,1:normal.,,*1,0
354,1:normal.,1:normal.,,*1,0
355,1:normal.,1:normal.,,*1,0
356,1:normal.,1:normal.,,*0.999,0.001
357,1:normal.,1:normal.,,*1,0
358,1:normal.,1:normal.,,*0.997,0.003
359,1:normal.,1:normal.,,*0.999,0.001
360,1:normal.,1:normal.,,*1,0
361,1:normal.,1:normal.,,*1,0
362,1:normal.,1:normal.,,*1,0
363,1:normal.,1:normal.,,*1,0
364,1:normal.,1:normal.,,*1,0
365,1:normal.,1:normal.,,*1,0
366,1:normal.,1:normal.,,*1,0
367,1:normal.,1:normal.,,*1,0
368,1:normal.,1:normal.,,*1,0
369,1:normal.,1:normal.,,*1,0
370,1:normal.,1:normal.,,*1,0
371,1:normal.,1:normal.,,*1,0
372,1:normal.,1:normal.,,*1,0
373,1:normal.,1:normal.,,*1,0
374,1:normal.,1:normal.,,*1,0
375,1:normal.,1:normal.,,*1,0
376,1:normal.,1:normal.,,*1,0
377,1:normal.,1:normal.,,*1,0
378,1:normal.,1:normal.,,*1,0
379,1:normal.,1:normal.,,*1,0
380,1:normal.,1:normal.,,*0.999,0.001
381,1:normal.,1:normal.,,*1,0
382,1:normal.,1:normal.,,*1,0
383,1:normal.,1:normal.,,*0.979,0.021
384,1:normal.,1:normal.,,*1,0
385,1:normal.,1:normal.,,*1,0
386,1:normal.,1:normal.,,*0.999,0.001
387,1:normal.,1:normal.,,*1,0
388,1:normal.,1:normal.,,*1,0
389,1:normal.,1:normal.,,*1,0
390,1:normal.,1:normal.,,*0.999,0.001
391,1:normal.,1:normal.,,*1,0
392,1:normal.,1:normal.,,*1,0
393,1:normal.,1:normal.,,*1,0
394,1:normal.,1:normal.,,*1,0
395,1:normal.,1:normal.,,*1,0
396,1:normal.,1:normal.,,*1,0
397,1:normal.,1:normal.,,*0.999,0.001
398,1:normal.,1:normal.,,*1,0
399,1:normal.,1:normal.,,*0.999,0.001
400,1:normal.,1:normal.,,*1,0
401,1:normal.,1:normal.,,*1,0
402,1:normal.,1:normal.,,*1,0
403,1:normal.,1:normal.,,*1,0
404,1:normal.,1:normal.,,*0.999,0.001
405,1:normal.,1:normal.,,*1,0
406,1:normal.,1:normal.,,*1,0
407,1:normal.,1:normal.,,*0.999,0.001
408,1:normal.,1:normal.,,*1,0
409,1:normal.,1:normal.,,*1,0
410,1:normal.,1:normal.,,*1,0
411,1:normal.,1:normal.,,*1,0
412,1:normal.,1:normal.,,*1,0
413,1:normal.,1:normal.,,*1,0
414,1:normal.,1:normal.,,*0.998,0.002
415,1:normal.,1:normal.,,*1,0
416,1:normal.,1:normal.,,*1,0
417,1:normal.,1:normal.,,*1,0
418,1:normal.,1:normal.,,*0.999,0.001
419,1:normal.,1:normal.,,*1,0
420,1:normal.,1:normal.,,*1,0
421,1:normal.,1:normal.,,*1,0
422,1:normal.,1:normal.,,*1,0
423,1:normal.,1:normal.,,*0.999,0.001
424,1:normal.,1:normal.,,*1,0
425,1:normal.,1:normal.,,*1,0
426,1:normal.,1:normal.,,*0.999,0.001
427,1:normal.,1:normal.,,*1,0
428,1:normal.,1:normal.,,*1,0
429,1:normal.,1:normal.,,*1,0
430,1:normal.,1:normal.,,*1,0
431,1:normal.,1:normal.,,*0.999,0.001
432,1:normal.,1:normal.,,*0.999,0.001
433,1:normal.,1:normal.,,*1,0
434,1:normal.,1:normal.,,*1,0
435,1:normal.,1:normal.,,*1,0
436,1:normal.,1:normal.,,*1,0
437,1:normal.,1:normal.,,*1,0
438,1:normal.,1:normal.,,*1,0
439,1:normal.,1:normal.,,*1,0
440,1:normal.,1:normal.,,*1,0
441,1:normal.,1:normal.,,*0.993,0.007
442,1:normal.,1:normal.,,*1,0
443,1:normal.,1:normal.,,*1,0
444,1:normal.,1:normal.,,*1,0
445,1:normal.,1:normal.,,*1,0
446,1:normal.,1:normal.,,*1,0
447,1:normal.,1:normal.,,*1,0
448,1:normal.,1:normal.,,*1,0
449,1:normal.,1:normal.,,*1,0
450,1:normal.,1:normal.,,*1,0
451,1:normal.,1:normal.,,*1,0
452,1:normal.,1:normal.,,*0.999,0.001
453,1:normal.,1:normal.,,*1,0
454,1:normal.,1:normal.,,*1,0
455,1:normal.,1:normal.,,*1,0
456,1:normal.,1:normal.,,*0.999,0.001
457,1:normal.,1:normal.,,*1,0
458,1:normal.,1:normal.,,*1,0
459,1:normal.,1:normal.,,*1,0
460,1:normal.,1:normal.,,*1,0
461,1:normal.,1:normal.,,*1,0
462,1:normal.,1:normal.,,*1,0
463,1:normal.,1:normal.,,*1,0
464,1:normal.,1:normal.,,*1,0
465,1:normal.,1:normal.,,*1,0
466,1:normal.,1:normal.,,*1,0
467,1:normal.,1:normal.,,*1,0
468,1:normal.,1:normal.,,*1,0
469,1:normal.,1:normal.,,*1,0
470,1:normal.,1:normal.,,*0.999,0.001
471,1:normal.,1:normal.,,*1,0
472,1:normal.,1:normal.,,*1,0
473,1:normal.,1:normal.,,*0.999,0.001
474,1:normal.,1:normal.,,*1,0
475,1:normal.,1:normal.,,*0.999,0.001
476,1:normal.,1:normal.,,*1,0
477,1:normal.,1:normal.,,*0.999,0.001
478,1:normal.,1:normal.,,*1,0
479,1:normal.,1:normal.,,*1,0
480,1:normal.,1:normal.,,*1,0
481,1:normal.,1:normal.,,*1,0
482,1:normal.,1:normal.,,*1,0
483,1:normal.,1:normal.,,*1,0
484,1:normal.,1:normal.,,*1,0
485,1:normal.,1:normal.,,*1,0
486,1:normal.,1:normal.,,*0.999,0.001
487,1:normal.,1:normal.,,*1,0
488,1:normal.,1:normal.,,*1,0
489,1:normal.,1:normal.,,*1,0
490,1:normal.,1:normal.,,*1,0
491,1:normal.,1:normal.,,*0.999,0.001
492,1:normal.,1:normal.,,*1,0
493,1:normal.,1:normal.,,*1,0
494,1:normal.,1:normal.,,*1,0
495,1:normal.,1:normal.,,*0.998,0.002
496,1:normal.,1:normal.,,*1,0
497,1:normal.,1:normal.,,*1,0
498,1:normal.,1:normal.,,*0.999,0.001
499,1:normal.,1:normal.,,*0.999,0.001
500,1:normal.,1:normal.,,*1,0
501,1:normal.,1:normal.,,*1,0
502,1:normal.,1:normal.,,*1,0
503,1:normal.,1:normal.,,*1,0
504,1:normal.,1:normal.,,*1,0
505,1:normal.,1:normal.,,*0.999,0.001
506,1:normal.,1:normal.,,*1,0
507,1:normal.,1:normal.,,*1,0
508,1:normal.,1:normal.,,*1,0
509,1:normal.,1:normal.,,*1,0
510,1:normal.,1:normal.,,*1,0
511,1:normal.,1:normal.,,*1,0
512,1:normal.,1:normal.,,*1,0
513,1:normal.,1:normal.,,*1,0
514,1:normal.,1:normal.,,*1,0
515,1:normal.,1:normal.,,*0.999,0.001
516,1:normal.,1:normal.,,*1,0
517,1:normal.,1:normal.,,*0.999,0.001
518,1:normal.,1:normal.,,*1,0
519,1:normal.,1:normal.,,*1,0
520,1:normal.,1:normal.,,*1,0
521,1:normal.,1:normal.,,*1,0
522,1:normal.,1:normal.,,*0.874,0.126
523,1:normal.,1:normal.,,*1,0
524,1:normal.,1:normal.,,*1,0
525,1:normal.,1:normal.,,*1,0
526,1:normal.,1:normal.,,*1,0
527,1:normal.,1:normal.,,*1,0
528,1:normal.,1:normal.,,*1,0
529,1:normal.,1:normal.,,*1,0
530,1:normal.,1:normal.,,*1,0
531,1:normal.,1:normal.,,*1,0
532,1:normal.,1:normal.,,*1,0
533,1:normal.,1:normal.,,*1,0
534,1:normal.,1:normal.,,*0.999,0.001
535,1:normal.,1:normal.,,*0.997,0.003
536,1:normal.,1:normal.,,*1,0
537,1:normal.,1:normal.,,*1,0
538,1:normal.,1:normal.,,*1,0
539,1:normal.,1:normal.,,*0.998,0.002
540,1:normal.,1:normal.,,*1,0
541,1:normal.,1:normal.,,*1,0
542,1:normal.,1:normal.,,*1,0
543,1:normal.,1:normal.,,*1,0
544,1:normal.,1:normal.,,*1,0
545,1:normal.,1:normal.,,*1,0
546,1:normal.,1:normal.,,*1,0
547,1:normal.,1:normal.,,*1,0
548,1:normal.,1:normal.,,*1,0
549,1:normal.,1:normal.,,*1,0
550,1:normal.,1:normal.,,*0.999,0.001
551,1:normal.,1:normal.,,*1,0
552,1:normal.,1:normal.,,*1,0
553,1:normal.,1:normal.,,*1,0
554,1:normal.,1:normal.,,*1,0
555,1:normal.,1:normal.,,*1,0
556,1:normal.,1:normal.,,*1,0
557,1:normal.,1:normal.,,*1,0
558,1:normal.,1:normal.,,*1,0
559,1:normal.,1:normal.,,*1,0
560,1:normal.,1:normal.,,*1,0
561,1:normal.,1:normal.,,*1,0
562,1:normal.,1:normal.,,*1,0
563,1:normal.,1:normal.,,*1,0
564,1:normal.,1:normal.,,*0.999,0.001
565,1:normal.,1:normal.,,*1,0
566,1:normal.,1:normal.,,*1,0
567,1:normal.,1:normal.,,*0.999,0.001
568,1:normal.,1:normal.,,*1,0
569,1:normal.,1:normal.,,*1,0
570,1:normal.,1:normal.,,*1,0
571,1:normal.,1:normal.,,*1,0
572,1:normal.,1:normal.,,*1,0
573,1:normal.,1:normal.,,*1,0
574,1:normal.,1:normal.,,*1,0
575,1:normal.,1:normal.,,*1,0
576,1:normal.,1:normal.,,*0.999,0.001
577,1:normal.,1:normal.,,*1,0
578,1:normal.,1:normal.,,*1,0
579,1:normal.,1:normal.,,*1,0
580,1:normal.,1:normal.,,*1,0
581,1:normal.,1:normal.,,*1,0
582,1:normal.,1:normal.,,*1,0
583,1:normal.,1:normal.,,*1,0
584,1:normal.,1:normal.,,*1,0
585,1:normal.,1:normal.,,*1,0
586,1:normal.,1:normal.,,*1,0
587,1:normal.,1:normal.,,*1,0
588,1:normal.,1:normal.,,*1,0
589,1:normal.,1:normal.,,*1,0
590,1:normal.,1:normal.,,*1,0
591,1:normal.,1:normal.,,*1,0
592,1:normal.,1:normal.,,*1,0
593,1:normal.,1:normal.,,*1,0
594,1:normal.,1:normal.,,*1,0
595,1:normal.,1:normal.,,*1,0
596,1:normal.,1:normal.,,*0.999,0.001
597,1:normal.,1:normal.,,*1,0
598,1:normal.,1:normal.,,*1,0
599,1:normal.,1:normal.,,*1,0
600,1:normal.,1:normal.,,*1,0
601,1:normal.,1:normal.,,*1,0
602,1:normal.,1:normal.,,*1,0
603,1:normal.,1:normal.,,*0.999,0.001
604,1:normal.,1:normal.,,*1,0
605,1:normal.,1:normal.,,*0.999,0.001
606,1:normal.,1:normal.,,*0.999,0.001
607,1:normal.,1:normal.,,*1,0
608,1:normal.,1:normal.,,*1,0
609,1:normal.,1:normal.,,*1,0
610,1:normal.,1:normal.,,*1,0
611,1:normal.,1:normal.,,*1,0
612,1:normal.,1:normal.,,*0.999,0.001
613,1:normal.,1:normal.,,*0.999,0.001
614,1:normal.,1:normal.,,*1,0
615,1:normal.,1:normal.,,*0.999,0.001
616,1:normal.,1:normal.,,*1,0
617,1:normal.,1:normal.,,*1,0
618,1:normal.,1:normal.,,*1,0
619,1:normal.,1:normal.,,*1,0
620,1:normal.,1:normal.,,*0.999,0.001
621,1:normal.,1:normal.,,*1,0
622,1:normal.,1:normal.,,*0.999,0.001
623,1:normal.,1:normal.,,*1,0
624,1:normal.,1:normal.,,*1,0
625,1:normal.,1:normal.,,*1,0
626,1:normal.,1:normal.,,*1,0
627,1:normal.,1:normal.,,*1,0
628,1:normal.,1:normal.,,*0.999,0.001
629,1:normal.,1:normal.,,*1,0
630,1:normal.,1:normal.,,*1,0
631,1:normal.,1:normal.,,*1,0
632,1:normal.,1:normal.,,*1,0
633,1:normal.,1:normal.,,*1,0
634,1:normal.,1:normal.,,*1,0
635,1:normal.,1:normal.,,*0.999,0.001
636,1:normal.,1:normal.,,*1,0
637,1:normal.,1:normal.,,*1,0
638,1:normal.,1:normal.,,*1,0
639,1:normal.,1:normal.,,*1,0
640,1:normal.,1:normal.,,*0.999,0.001
641,1:normal.,1:normal.,,*1,0
642,1:normal.,1:normal.,,*1,0
643,1:normal.,1:normal.,,*1,0
644,1:normal.,1:normal.,,*1,0
645,1:normal.,1:normal.,,*1,0
646,1:normal.,1:normal.,,*1,0
647,1:normal.,1:normal.,,*1,0
648,1:normal.,1:normal.,,*1,0
649,1:normal.,1:normal.,,*1,0
650,1:normal.,1:normal.,,*0.999,0.001
651,1:normal.,1:normal.,,*1,0
652,1:normal.,1:normal.,,*1,0
653,1:normal.,1:normal.,,*1,0
654,1:normal.,1:normal.,,*0.999,0.001
655,1:normal.,1:normal.,,*1,0
656,1:normal.,1:normal.,,*1,0
657,1:normal.,1:normal.,,*1,0
658,1:normal.,1:normal.,,*0.999,0.001
659,1:normal.,1:normal.,,*1,0
660,1:normal.,1:normal.,,*1,0
661,1:normal.,1:normal.,,*1,0
662,1:normal.,1:normal.,,*1,0
663,1:normal.,1:normal.,,*1,0
664,1:normal.,1:normal.,,*1,0
665,1:normal.,1:normal.,,*1,0
666,1:normal.,1:normal.,,*1,0
667,1:normal.,1:normal.,,*1,0
668,1:normal.,1:normal.,,*1,0
669,1:normal.,1:normal.,,*1,0
670,1:normal.,1:normal.,,*1,0
671,1:normal.,1:normal.,,*1,0
672,1:normal.,1:normal.,,*1,0
673,1:normal.,1:normal.,,*1,0
674,1:normal.,1:normal.,,*1,0
675,1:normal.,1:normal.,,*1,0
676,1:normal.,1:normal.,,*1,0
677,1:normal.,1:normal.,,*0.999,0.001
678,1:normal.,1:normal.,,*1,0
679,1:normal.,1:normal.,,*0.999,0.001
680,1:normal.,1:normal.,,*1,0
681,1:normal.,1:normal.,,*1,0
682,1:normal.,1:normal.,,*0.999,0.001
683,1:normal.,1:normal.,,*0.999,0.001
684,1:normal.,1:normal.,,*1,0
685,1:normal.,1:normal.,,*1,0
686,1:normal.,1:normal.,,*1,0
687,1:normal.,1:normal.,,*1,0
688,1:normal.,1:normal.,,*1,0
689,1:normal.,1:normal.,,*1,0
690,1:normal.,1:normal.,,*1,0
691,1:normal.,1:normal.,,*0.999,0.001
692,1:normal.,1:normal.,,*0.999,0.001
693,1:normal.,1:normal.,,*1,0
694,1:normal.,1:normal.,,*1,0
695,1:normal.,1:normal.,,*1,0
696,1:normal.,2:attack,+,0.449,*0.551
697,1:normal.,1:normal.,,*1,0
698,1:normal.,1:normal.,,*1,0
699,1:normal.,1:normal.,,*1,0
700,1:normal.,1:normal.,,*1,0
701,1:normal.,1:normal.,,*1,0
702,1:normal.,1:normal.,,*1,0
703,1:normal.,1:normal.,,*1,0
704,1:normal.,1:normal.,,*1,0
705,1:normal.,1:normal.,,*1,0
706,1:normal.,1:normal.,,*1,0
707,1:normal.,1:normal.,,*1,0
708,1:normal.,1:normal.,,*1,0
709,1:normal.,1:normal.,,*1,0
710,1:normal.,1:normal.,,*1,0
711,1:normal.,1:normal.,,*1,0
712,1:normal.,1:normal.,,*1,0
713,1:normal.,1:normal.,,*1,0
714,1:normal.,1:normal.,,*0.999,0.001
715,1:normal.,1:normal.,,*1,0
716,1:normal.,1:normal.,,*1,0
717,1:normal.,1:normal.,,*1,0
718,1:normal.,1:normal.,,*1,0
719,1:normal.,1:normal.,,*1,0
720,1:normal.,1:normal.,,*1,0
721,1:normal.,1:normal.,,*1,0
722,1:normal.,1:normal.,,*1,0
723,1:normal.,1:normal.,,*1,0
724,1:normal.,1:normal.,,*1,0
725,1:normal.,1:normal.,,*0.999,0.001
726,1:normal.,1:normal.,,*0.999,0.001
727,1:normal.,1:normal.,,*1,0
728,1:normal.,1:normal.,,*1,0
729,1:normal.,1:normal.,,*1,0
730,1:normal.,1:normal.,,*1,0
731,1:normal.,1:normal.,,*1,0
732,1:normal.,1:normal.,,*1,0
733,1:normal.,1:normal.,,*1,0
734,1:normal.,1:normal.,,*1,0
735,1:normal.,1:normal.,,*1,0
736,1:normal.,1:normal.,,*1,0
737,1:normal.,1:normal.,,*1,0
738,1:normal.,1:normal.,,*0.999,0.001
739,1:normal.,1:normal.,,*1,0
740,1:normal.,1:normal.,,*1,0
741,1:normal.,1:normal.,,*1,0
742,1:normal.,1:normal.,,*0.999,0.001
743,1:normal.,1:normal.,,*1,0
744,1:normal.,1:normal.,,*1,0
745,1:normal.,1:normal.,,*1,0
746,1:normal.,1:normal.,,*0.999,0.001
747,1:normal.,1:normal.,,*1,0
748,1:normal.,1:normal.,,*1,0
749,1:normal.,1:normal.,,*1,0
750,1:normal.,1:normal.,,*1,0
751,1:normal.,1:normal.,,*1,0
752,1:normal.,1:normal.,,*1,0
753,1:normal.,1:normal.,,*1,0
754,1:normal.,1:normal.,,*1,0
755,1:normal.,1:normal.,,*1,0
756,1:normal.,1:normal.,,*1,0
757,1:normal.,1:normal.,,*1,0
758,1:normal.,1:normal.,,*1,0
759,1:normal.,1:normal.,,*0.997,0.003
760,1:normal.,1:normal.,,*1,0
761,1:normal.,1:normal.,,*1,0
762,1:normal.,1:normal.,,*1,0
763,1:normal.,1:normal.,,*1,0
764,1:normal.,1:normal.,,*1,0
765,1:normal.,1:normal.,,*1,0
766,1:normal.,1:normal.,,*1,0
767,1:normal.,1:normal.,,*0.999,0.001
768,1:normal.,1:normal.,,*1,0
769,1:normal.,1:normal.,,*1,0
770,1:normal.,1:normal.,,*1,0
771,1:normal.,1:normal.,,*1,0
772,1:normal.,1:normal.,,*1,0
773,1:normal.,1:normal.,,*1,0
774,1:normal.,1:normal.,,*1,0
775,1:normal.,1:normal.,,*1,0
776,1:normal.,1:normal.,,*1,0
777,1:normal.,1:normal.,,*1,0
778,1:normal.,1:normal.,,*0.999,0.001
779,1:normal.,1:normal.,,*0.999,0.001
780,1:normal.,1:normal.,,*1,0
781,1:normal.,1:normal.,,*1,0
782,1:normal.,1:normal.,,*1,0
783,1:normal.,1:normal.,,*1,0
784,1:normal.,1:normal.,,*0.997,0.003
785,1:normal.,1:normal.,,*1,0
786,1:normal.,1:normal.,,*0.999,0.001
787,1:normal.,1:normal.,,*0.999,0.001
788,1:normal.,1:normal.,,*1,0
789,1:normal.,1:normal.,,*0.999,0.001
790,1:normal.,1:normal.,,*1,0
791,1:normal.,1:normal.,,*0.997,0.003
792,1:normal.,1:normal.,,*1,0
793,1:normal.,1:normal.,,*1,0
794,1:normal.,1:normal.,,*1,0
795,1:normal.,1:normal.,,*1,0
796,1:normal.,1:normal.,,*1,0
797,1:normal.,1:normal.,,*1,0
798,1:normal.,1:normal.,,*1,0
799,1:normal.,1:normal.,,*1,0
800,1:normal.,1:normal.,,*1,0
801,1:normal.,1:normal.,,*0.999,0.001
802,1:normal.,1:normal.,,*1,0
803,1:normal.,1:normal.,,*1,0
804,1:normal.,1:normal.,,*1,0
805,1:normal.,1:normal.,,*1,0
806,1:normal.,1:normal.,,*0.998,0.002
807,1:normal.,1:normal.,,*1,0
808,1:normal.,1:normal.,,*1,0
809,1:normal.,1:normal.,,*1,0
810,1:normal.,1:normal.,,*1,0
811,1:normal.,1:normal.,,*1,0
812,1:normal.,1:normal.,,*1,0
813,1:normal.,1:normal.,,*1,0
814,1:normal.,1:normal.,,*1,0
815,1:normal.,1:normal.,,*0.999,0.001
816,1:normal.,1:normal.,,*1,0
817,1:normal.,1:normal.,,*1,0
818,1:normal.,1:normal.,,*1,0
819,1:normal.,1:normal.,,*1,0
820,1:normal.,1:normal.,,*1,0
821,1:normal.,1:normal.,,*1,0
822,1:normal.,1:normal.,,*1,0
823,1:normal.,1:normal.,,*1,0
824,1:normal.,1:normal.,,*1,0
825,1:normal.,1:normal.,,*1,0
826,1:normal.,1:normal.,,*1,0
827,1:normal.,1:normal.,,*0.999,0.001
828,1:normal.,1:normal.,,*0.999,0.001
829,1:normal.,1:normal.,,*1,0
830,1:normal.,1:normal.,,*1,0
831,1:normal.,1:normal.,,*1,0
832,1:normal.,1:normal.,,*0.999,0.001
833,1:normal.,1:normal.,,*1,0
834,1:normal.,1:normal.,,*0.999,0.001
835,1:normal.,1:normal.,,*1,0
836,1:normal.,1:normal.,,*1,0
837,1:normal.,1:normal.,,*1,0
838,1:normal.,1:normal.,,*1,0
839,1:normal.,1:normal.,,*1,0
840,1:normal.,1:normal.,,*1,0
841,1:normal.,1:normal.,,*1,0
842,1:normal.,1:normal.,,*1,0
843,1:normal.,1:normal.,,*1,0
844,1:normal.,1:normal.,,*0.998,0.002
845,1:normal.,1:normal.,,*1,0
846,1:normal.,1:normal.,,*1,0
847,1:normal.,1:normal.,,*1,0
848,1:normal.,1:normal.,,*1,0
849,1:normal.,1:normal.,,*1,0
850,1:normal.,1:normal.,,*1,0
851,1:normal.,1:normal.,,*1,0
852,1:normal.,1:normal.,,*1,0
853,1:normal.,1:normal.,,*1,0
854,1:normal.,1:normal.,,*0.999,0.001
855,1:normal.,1:normal.,,*1,0
856,1:normal.,1:normal.,,*1,0
857,1:normal.,1:normal.,,*1,0
858,1:normal.,1:normal.,,*1,0
859,1:normal.,1:normal.,,*0.999,0.001
860,1:normal.,1:normal.,,*1,0
861,1:normal.,1:normal.,,*1,0
862,1:normal.,1:normal.,,*1,0
863,1:normal.,1:normal.,,*1,0
864,1:normal.,1:normal.,,*1,0
865,1:normal.,1:normal.,,*1,0
866,1:normal.,1:normal.,,*1,0
867,1:normal.,1:normal.,,*1,0
868,1:normal.,1:normal.,,*1,0
869,1:normal.,1:normal.,,*1,0
870,1:normal.,1:normal.,,*1,0
871,1:normal.,1:normal.,,*1,0
872,1:normal.,1:normal.,,*1,0
873,1:normal.,1:normal.,,*1,0
874,1:normal.,1:normal.,,*1,0
875,1:normal.,1:normal.,,*1,0
876,1:normal.,1:normal.,,*1,0
877,1:normal.,1:normal.,,*1,0
878,1:normal.,1:normal.,,*1,0
879,1:normal.,1:normal.,,*0.997,0.003
880,1:normal.,1:normal.,,*1,0
881,1:normal.,1:normal.,,*1,0
882,1:normal.,1:normal.,,*1,0
883,1:normal.,1:normal.,,*1,0
884,1:normal.,1:normal.,,*1,0
885,1:normal.,1:normal.,,*1,0
886,1:normal.,1:normal.,,*1,0
887,1:normal.,1:normal.,,*1,0
888,1:normal.,1:normal.,,*1,0
889,1:normal.,1:normal.,,*1,0
890,1:normal.,1:normal.,,*1,0
891,1:normal.,1:normal.,,*1,0
892,1:normal.,1:normal.,,*1,0
893,1:normal.,1:normal.,,*1,0
894,1:normal.,1:normal.,,*1,0
895,1:normal.,1:normal.,,*1,0
896,1:normal.,1:normal.,,*1,0
897,1:normal.,1:normal.,,*1,0
898,1:normal.,1:normal.,,*1,0
899,1:normal.,1:normal.,,*1,0
